PWSID,PWS_NAME,CITY_SERVED,STATE,STATE_NAME,PWS_TYPE_CODE,PWS_TYPE_SHORT,SOURCE_WATER,PWS_SIZE,POPULATION_SERVED_COUNT,FISCAL_YEAR,VIOLATION_NAME,VIOLATION_ID,RULE_NAME,BEGIN_YEAR,END_YEAR,RTC_YEAR,ACUTE_HEALTH_BASED,HEALTH_BASED,MONITORING_REPORTING,PUBLIC_NOTIF_OTHER
MN1090010,MN Correctional Facility - Moose Lake,,MN,Minnesota,CWS,Community,GW,Small,975,2015,Monitoring and Reporting (DBP),47736,St1 DBP,2014,2014,2015,N,N,Y,N
MN1090010,MN Correctional Facility - Moose Lake,,MN,Minnesota,CWS,Community,GW,Small,975,2015,"Monitoring, Routine Major (TCR)",47661,TCR,2014,2014,2015,N,N,Y,N
MN1040030,Grass Lake Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2013,"Monitoring, Regular",44452,Nitrates,2012,2013,2013,N,N,Y,N
MN1040030,Grass Lake Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2012,"Monitoring, Regular",44452,Nitrates,2012,2013,2013,N,N,Y,N
MN1040031,Oak Hills Fellowship Bible College,,MN,Minnesota,CWS,Community,GW,Very Small,225,2014,"MCL, Monthly (TCR)",46302,TCR,2014,2014,2014,N,Y,N,N
MN1050001,Foley,Foley,MN,Minnesota,CWS,Community,GW,Small,2636,2012,"MCL, Acute (TCR)",41660,TCR,2012,2012,2012,Y,Y,N,N
MN1060006,Johnson,Johnson,MN,Minnesota,CWS,Community,GW,Very Small,32,2012,"MCL, Monthly (TCR)",41661,TCR,2011,2011,2012,N,Y,N,N
MN1060006,Johnson,Johnson,MN,Minnesota,CWS,Community,GW,Very Small,32,2011,"MCL, Monthly (TCR)",41661,TCR,2011,2011,2012,N,Y,N,N
MN1060006,Johnson,Johnson,MN,Minnesota,CWS,Community,GW,Very Small,32,2011,"MCL, Monthly (TCR)",40520,TCR,2011,2011,2011,N,Y,N,N
MN1050009,Benton Utilities LLC,,MN,Minnesota,CWS,Community,GW,Very Small,120,2014,Lead Consumer Notice,46298,LCR,2014,2014,2014,N,N,Y,N
MN1060008,Ortonville,Ortonville,MN,Minnesota,CWS,Community,GW,Small,1916,2013,Monitoring and Reporting (DBP),44524,St1 DBP,2013,2013,2013,N,N,Y,N
MN1060008,Ortonville,Ortonville,MN,Minnesota,CWS,Community,GW,Small,1916,2013,"Monitoring, Routine Minor (TCR)",44454,TCR,2013,2013,2013,N,N,Y,N
MN1020040,Bar None Ranch,,MN,Minnesota,CWS,Community,GW,Very Small,60,2015,"Monitoring, Routine Major (TCR)",47904,TCR,2015,2015,2015,N,N,Y,N
MN1020041,Ham Lake Apartments,,MN,Minnesota,CWS,Community,GW,Very Small,100,2015,"Monitoring, Regular",47899,Nitrates,2014,2015,,N,N,Y,N
MN1030003,Twin Haven Estates,,MN,Minnesota,CWS,Community,GW,Very Small,200,2015,"Monitoring, Routine Major (TCR)",47855,TCR,2015,2015,2015,N,N,Y,N
MN5290500,Wonewok,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,60,2015,"MCL, Monthly (TCR)",46324,TCR,2013,2013,,N,Y,N,N
MN5290500,Wonewok,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,60,2014,"MCL, Monthly (TCR)",46324,TCR,2013,2013,,N,Y,N,N
MN5290500,Wonewok,,MN,Minnesota,NTNCWS,Non-Community,GW,Very Small,60,2013,"MCL, Monthly (TCR)",46324,TCR,2013,2013,,N,Y,N,N
MN1140012,Felton,Felton,MN,Minnesota,CWS,Community,GW,Very Small,171,2015,Follow-up Or Routine LCR Tap M/R,47662,LCR,2015,,2015,N,N,Y,N
MN1180032,Interlachen,,MN,Minnesota,CWS,Community,GW,Very Small,50,2013,"Monitoring, Routine Major (TCR)",44504,TCR,2013,2013,2013,N,N,Y,N
MN1180036,Nelsons East Shore Landing,,MN,Minnesota,CWS,Community,GW,Very Small,45,2014,Follow-up Or Routine LCR Tap M/R,46283,LCR,2014,,2014,N,N,Y,N
MN1010001,Aitkin,Aitkin,MN,Minnesota,CWS,Community,GW,Small,1984,2011,"MCL, Monthly (TCR)",41337,TCR,2011,2011,2011,N,Y,N,N
MN5310891,Effie Community Center,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2011,"MCL, Monthly (TCR)",39590,TCR,2011,2011,2011,N,Y,N,N
MN1020005,GreyStone,,MN,Minnesota,CWS,Community,GW,Small,560,2015,Monitoring and Reporting (DBP),47732,St1 DBP,2014,2014,2015,N,N,Y,N
MN1020005,GreyStone,,MN,Minnesota,CWS,Community,GW,Small,560,2015,"Monitoring, Routine Major (TCR)",47651,TCR,2014,2014,2015,N,N,Y,N
MN1130016,Stacy,Stacy,MN,Minnesota,CWS,Community,GW,Small,1426,2015,"MCL, Average",40877,Rads,2011,2014,,N,Y,N,N
MN1180019,Pequot Lakes,Pequot Lakes,MN,Minnesota,CWS,Community,GW,Small,1200,2012,Follow-up Or Routine LCR Tap M/R,42026,LCR,2012,,2012,N,N,Y,N
MN5730169,Lake Henry Implement,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,40,2013,"MCL, Monthly (TCR)",44774,TCR,2013,2013,2013,N,Y,N,N
MN5550329,Leashes and Leads,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,100,2013,"MCL, Monthly (TCR)",44572,TCR,2013,2013,2013,N,Y,N,N
MN1110008,Hackensack,Hackensack,MN,Minnesota,CWS,Community,GW,Very Small,313,2012,"MCL, Average",39255,Arsenic,2010,2012,2012,N,Y,N,N
MN1110008,Hackensack,Hackensack,MN,Minnesota,CWS,Community,GW,Very Small,313,2011,"MCL, Average",39255,Arsenic,2010,2012,2012,N,Y,N,N
MN1130007,Lindstrom,Lindstrom,MN,Minnesota,CWS,Community,GW,Medium,4431,2013,"MCL, Monthly (TCR)",43504,TCR,2012,2012,2013,N,Y,N,N
MN1130007,Lindstrom,Lindstrom,MN,Minnesota,CWS,Community,GW,Medium,4431,2012,"MCL, Monthly (TCR)",43504,TCR,2012,2012,2013,N,Y,N,N
MN1090010,MN Correctional Facility - Moose Lake,,MN,Minnesota,CWS,Community,GW,Small,975,2014,Monitoring and Reporting (DBP),47736,St1 DBP,2014,2014,2015,N,N,Y,N
MN1090010,MN Correctional Facility - Moose Lake,,MN,Minnesota,CWS,Community,GW,Small,975,2014,"Monitoring, Routine Major (TCR)",47661,TCR,2014,2014,2015,N,N,Y,N
MN1090017,Thomson,Carlton,MN,Minnesota,CWS,Community,GW,Very Small,160,2012,"MCL, Monthly (TCR)",43503,TCR,2012,2012,2012,N,Y,N,N
MN1110019,Pine River,Pine River,MN,Minnesota,CWS,Community,GW,Small,944,2011,"MCL, Monthly (TCR)",39552,TCR,2011,2011,2011,N,Y,N,N
MN1100007,New Germany,New Germany,MN,Minnesota,CWS,Community,GW,Very Small,373,2014,"MCL, Average",39254,Rads,2010,2014,2014,N,Y,N,N
MN1100007,New Germany,New Germany,MN,Minnesota,CWS,Community,GW,Very Small,373,2014,"MCL, Average",39253,Rads,2010,2014,2014,N,Y,N,N
MN1100007,New Germany,New Germany,MN,Minnesota,CWS,Community,GW,Very Small,373,2013,"MCL, Average",39254,Rads,2010,2014,2014,N,Y,N,N
MN1100007,New Germany,New Germany,MN,Minnesota,CWS,Community,GW,Very Small,373,2013,"MCL, Average",39253,Rads,2010,2014,2014,N,Y,N,N
MN1100007,New Germany,New Germany,MN,Minnesota,CWS,Community,GW,Very Small,373,2012,"MCL, Average",39254,Rads,2010,2014,2014,N,Y,N,N
MN1100007,New Germany,New Germany,MN,Minnesota,CWS,Community,GW,Very Small,373,2012,"MCL, Average",39253,Rads,2010,2014,2014,N,Y,N,N
MN1100007,New Germany,New Germany,MN,Minnesota,CWS,Community,GW,Very Small,373,2011,"MCL, Average",39254,Rads,2010,2014,2014,N,Y,N,N
MN1100007,New Germany,New Germany,MN,Minnesota,CWS,Community,GW,Very Small,373,2011,"MCL, Average",39253,Rads,2010,2014,2014,N,Y,N,N
MN1140014,Georgetown,Georgetown,MN,Minnesota,CWS,Community,GW,Very Small,100,2014,Monitoring and Reporting (DBP),47737,St1 DBP,2014,2014,2015,N,N,Y,N
MN1140016,John Bouton Housing Development,,MN,Minnesota,CWS,Community,GW,Very Small,69,2012,"Monitoring, Routine Major (TCR)",42025,TCR,2012,2012,2012,N,N,Y,N
MN1150001,Bagley,Bagley,MN,Minnesota,CWS,Community,GW,Small,1407,2012,Monitoring and Reporting (DBP),42496,St1 DBP,2012,2012,2012,N,N,Y,N
MN1150001,Bagley,Bagley,MN,Minnesota,CWS,Community,GW,Small,1407,2012,"Monitoring, Routine Minor (TCR)",42470,TCR,2012,2012,2012,N,N,Y,N
MN1140001,Barnesville,Barnesville,MN,Minnesota,CWS,Community,GW,Small,2600,2013,Monitoring and Reporting (DBP),45881,St1 DBP,2013,2013,2013,N,N,Y,N
MN1140001,Barnesville,Barnesville,MN,Minnesota,CWS,Community,GW,Small,2600,2013,"Monitoring, Routine Major (TCR)",45838,TCR,2013,2013,2013,N,N,Y,N
MN1170005,Westbrook,Westbrook,MN,Minnesota,CWS,Community,GW,Small,733,2015,Monitoring and Reporting (DBP),47738,St1 DBP,2014,2014,2015,N,N,Y,N
MN1090001,Barnum,Barnum,MN,Minnesota,CWS,Community,GW,Small,525,2014,Monitoring and Reporting (DBP),47735,St1 DBP,2014,2014,2015,N,N,Y,N
MN1090001,Barnum,Barnum,MN,Minnesota,CWS,Community,GW,Small,525,2014,Monitoring and Reporting (DBP),47660,St2 DBP,2014,2015,,N,N,Y,N
MN1090001,Barnum,Barnum,MN,Minnesota,CWS,Community,GW,Small,525,2014,Monitoring and Reporting (DBP),47659,St2 DBP,2014,2015,,N,N,Y,N
MN1090001,Barnum,Barnum,MN,Minnesota,CWS,Community,GW,Small,525,2014,"Monitoring, Routine Major (TCR)",47658,TCR,2014,2014,2015,N,N,Y,N
MN1090001,Barnum,Barnum,MN,Minnesota,CWS,Community,GW,Small,525,2013,"Monitoring, Regular",44455,Nitrates,2012,2013,2013,N,N,Y,N
MN1090001,Barnum,Barnum,MN,Minnesota,CWS,Community,GW,Small,525,2012,"Monitoring, Regular",44455,Nitrates,2012,2013,2013,N,N,Y,N
MN1180005,Lazy Acres Trailer Park,,MN,Minnesota,CWS,Community,GW,Very Small,50,2014,"Monitoring, Routine Major (TCR)",47663,TCR,2014,2014,2015,N,N,Y,N
MN1180005,Lazy Acres Trailer Park,,MN,Minnesota,CWS,Community,GW,Very Small,50,2014,Monitoring and Reporting (DBP),47739,St1 DBP,2014,2014,2015,N,N,Y,N
MN1640018,Seaforth,Seaforth,MN,Minnesota,CWS,Community,GW,Very Small,83,2015,Monitoring and Reporting (DBP),47759,St1 DBP,2014,2014,2015,N,N,Y,N
MN1640018,Seaforth,Seaforth,MN,Minnesota,CWS,Community,GW,Very Small,83,2015,"Monitoring, Routine Major (TCR)",47731,TCR,2014,2014,2015,N,N,Y,N
MN1080004,Skyview Mobile Villa,,MN,Minnesota,CWS,Community,GW,Very Small,90,2015,Lead Consumer Notice,47762,LCR,2015,2015,2015,N,N,Y,N
MN1140003,Dilworth,Dilworth,MN,Minnesota,CWS,Community,SW,Medium,4024,2011,"MCL, Average",33183,Arsenic,2007,2011,2011,N,Y,N,N
MN5120155,Lac Qui Parle Wildlife Management Area,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,164,2015,"Monitoring, Routine Major (TCR)",48935,TCR,2015,2015,,N,N,Y,N
MN1140006,Hawley,Hawley,MN,Minnesota,CWS,Community,GW,Small,2094,2012,"Monitoring, Routine Major (TCR)",42469,TCR,2012,2012,2012,N,N,Y,N
MN5120155,Lac Qui Parle Wildlife Management Area,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,164,2011,"MCL, Monthly (TCR)",41361,TCR,2011,2011,2011,N,Y,N,N
MN5430194,B & B Sports and RV,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,40,2015,"MCL, Monthly (TCR)",47804,TCR,2015,2015,2015,N,Y,N,N
MN1160001,Grand Marais,Grand Marais,MN,Minnesota,CWS,Community,SW,Small,1419,2013,Monitoring and Reporting (DBP),44525,St1 DBP,2013,2013,2013,N,N,Y,N
MN1140012,Felton,Felton,MN,Minnesota,CWS,Community,GW,Very Small,171,2012,Lead Consumer Notice,42024,LCR,2012,2012,2012,N,N,Y,N
MN1140012,Felton,Felton,MN,Minnesota,CWS,Community,GW,Very Small,171,2012,Follow-up Or Routine LCR Tap M/R,41607,LCR,2012,,2012,N,N,Y,N
MN1070006,Lake Crystal,Lake Crystal,MN,Minnesota,CWS,Community,GW,Small,2554,2012,Monitoring and Reporting (DBP),42495,St1 DBP,2012,2012,2012,N,N,Y,N
MN1070007,Madison Lake,Madison Lake,MN,Minnesota,CWS,Community,GW,Small,1017,2014,Monitoring and Reporting (DBP),47657,St2 DBP,2014,2015,,N,N,Y,N
MN1070007,Madison Lake,Madison Lake,MN,Minnesota,CWS,Community,GW,Small,1017,2014,Monitoring and Reporting (DBP),47656,St2 DBP,2014,2015,,N,N,Y,N
MN1130002,Hazelden Foundation,,MN,Minnesota,CWS,Community,GW,Very Small,452,2012,Lead Consumer Notice,42022,LCR,2012,2012,2012,N,N,Y,N
MN1130006,Peaceful Valley Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,50,2013,"Monitoring, Routine Major (TCR)",44456,TCR,2013,2013,2013,N,N,Y,N
MN5010418,Minnewawa Sportsmens Club,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2011,"MCL, Monthly (TCR)",41670,TCR,2011,2011,2011,N,Y,N,N
MN1030010,Kountry Manor Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2015,"Monitoring, Routine Major (TCR)",46940,TCR,2014,2014,2015,N,N,Y,N
MN1030010,Kountry Manor Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2015,Follow-up Or Routine LCR Tap M/R,47654,LCR,2015,,,N,N,Y,N
MN1030010,Kountry Manor Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2015,"Monitoring, Routine Major (TCR)",46505,TCR,2014,2014,2015,N,N,Y,N
MN1030010,Kountry Manor Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2015,"Monitoring, Routine Major (TCR)",46256,TCR,2014,2014,2015,N,N,Y,N
MN1030010,Kountry Manor Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2015,"Monitoring, Regular",46255,Nitrates,2013,2014,2015,N,N,Y,N
MN1030010,Kountry Manor Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2015,"Monitoring, Routine Major (TCR)",48905,TCR,2015,2015,,N,N,Y,N
MN1020011,Village Green North Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,450,2014,Monitoring and Reporting (DBP),47733,St1 DBP,2014,2014,2015,N,N,Y,N
MN1020011,Village Green North Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,450,2014,"Monitoring, Routine Major (TCR)",47652,TCR,2014,2014,2015,N,N,Y,N
MN1020036,Centerville,Centerville,MN,Minnesota,CWS,Community,GW,Medium,3900,2015,Follow-up Or Routine LCR Tap M/R,47653,LCR,2015,,2015,N,N,Y,N
MN1020014,Baldwin Lake Estates,,MN,Minnesota,CWS,Community,GW,Very Small,260,2013,"MCL, Monthly (TCR)",45327,TCR,2013,2013,2013,N,Y,N,N
MN1020002,Flamingo Terrace Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Small,600,2014,Monitoring and Reporting (DBP),46535,St1 DBP,2014,2014,2014,N,N,Y,N
MN1020002,Flamingo Terrace Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Small,600,2014,"Monitoring, Routine Major (TCR)",46504,TCR,2014,2014,2014,N,N,Y,N
MN1020002,Flamingo Terrace Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Small,600,2011,Monitoring and Reporting (DBP),40501,St1 DBP,2010,2010,2011,N,N,Y,N
MN1020005,GreyStone,,MN,Minnesota,CWS,Community,GW,Small,560,2014,Monitoring and Reporting (DBP),47732,St1 DBP,2014,2014,2015,N,N,Y,N
MN1020005,GreyStone,,MN,Minnesota,CWS,Community,GW,Small,560,2014,"Monitoring, Routine Major (TCR)",47651,TCR,2014,2014,2015,N,N,Y,N
MN1020005,GreyStone,,MN,Minnesota,CWS,Community,GW,Small,560,2013,Monitoring and Reporting (DBP),44522,St1 DBP,2013,2013,2013,N,N,Y,N
MN1020005,GreyStone,,MN,Minnesota,CWS,Community,GW,Small,560,2013,Monitoring and Reporting (DBP),44521,St1 DBP,2012,2012,2013,N,N,Y,N
MN1020005,GreyStone,,MN,Minnesota,CWS,Community,GW,Small,560,2013,"Monitoring, Routine Major (TCR)",44449,TCR,2012,2012,2013,N,N,Y,N
MN1020005,GreyStone,,MN,Minnesota,CWS,Community,GW,Small,560,2013,Follow-up Or Routine LCR Tap M/R,43464,LCR,2013,,2013,N,N,Y,N
MN1020005,GreyStone,,MN,Minnesota,CWS,Community,GW,Small,560,2012,Monitoring and Reporting (DBP),44521,St1 DBP,2012,2012,2013,N,N,Y,N
MN1020005,GreyStone,,MN,Minnesota,CWS,Community,GW,Small,560,2012,"Monitoring, Routine Major (TCR)",44449,TCR,2012,2012,2013,N,N,Y,N
MN1020005,GreyStone,,MN,Minnesota,CWS,Community,GW,Small,560,2011,Monitoring and Reporting (DBP),40502,St1 DBP,2010,2010,2011,N,N,Y,N
MN1020005,GreyStone,,MN,Minnesota,CWS,Community,GW,Small,560,2011,"Monitoring, Routine Major (TCR)",39514,TCR,2010,2010,2011,N,N,Y,N
MN1180045,Knieff's Shore Acres,,MN,Minnesota,CWS,Community,GW,Very Small,100,2015,"Monitoring, Routine Major (TCR)",48924,TCR,2015,2015,,N,N,Y,N
MN5330035,Fish Lake Chapel,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,40,2011,"MCL, Monthly (TCR)",40543,TCR,2010,2010,2011,N,Y,N,N
MN1040009,Little Norway Trailer Court,,MN,Minnesota,CWS,Community,GW,Very Small,60,2012,"Monitoring, Routine Major (TCR)",42016,TCR,2011,2011,2012,N,N,Y,N
MN1040009,Little Norway Trailer Court,,MN,Minnesota,CWS,Community,GW,Very Small,60,2011,"Monitoring, Routine Major (TCR)",42016,TCR,2011,2011,2012,N,N,Y,N
MN1030022,Brandy Lake Estates,,MN,Minnesota,CWS,Community,GW,Very Small,50,2015,"MCL, Average",38056,Arsenic,2009,2014,,N,Y,N,N
MN1030022,Brandy Lake Estates,,MN,Minnesota,CWS,Community,GW,Very Small,50,2015,"MCL, Average",48244,Arsenic,2015,2015,,N,Y,N,N
MN1030022,Brandy Lake Estates,,MN,Minnesota,CWS,Community,GW,Very Small,50,2015,"MCL, Average",48243,Arsenic,2015,2015,,N,Y,N,N
MN1030022,Brandy Lake Estates,,MN,Minnesota,CWS,Community,GW,Very Small,50,2015,Lead Consumer Notice,47927,LCR,2015,2025,,N,N,Y,N
MN1030022,Brandy Lake Estates,,MN,Minnesota,CWS,Community,GW,Very Small,50,2015,"MCL, Average",49017,Arsenic,2015,2015,,N,Y,N,N
MN1040001,Elpine Village,,MN,Minnesota,CWS,Community,GW,Very Small,125,2015,Lead Consumer Notice,47928,LCR,2015,2015,2015,N,N,Y,N
MN1120003,Milan,Milan,MN,Minnesota,CWS,Community,GW,Very Small,369,2012,Lead Consumer Notice,42021,LCR,2012,2012,2012,N,N,Y,N
MN1030022,Brandy Lake Estates,,MN,Minnesota,CWS,Community,GW,Very Small,50,2014,"Monitoring, Routine Major (TCR)",46506,TCR,2014,2014,2014,N,N,Y,N
MN1030022,Brandy Lake Estates,,MN,Minnesota,CWS,Community,GW,Very Small,50,2014,"MCL, Average",38056,Arsenic,2009,2014,,N,Y,N,N
MN1030022,Brandy Lake Estates,,MN,Minnesota,CWS,Community,GW,Very Small,50,2013,"MCL, Average",38056,Arsenic,2009,2014,,N,Y,N,N
MN1030022,Brandy Lake Estates,,MN,Minnesota,CWS,Community,GW,Very Small,50,2012,"MCL, Average",38056,Arsenic,2009,2014,,N,Y,N,N
MN1030022,Brandy Lake Estates,,MN,Minnesota,CWS,Community,GW,Very Small,50,2011,"MCL, Average",38056,Arsenic,2009,2014,,N,Y,N,N
MN1070001,Amboy,Amboy,MN,Minnesota,CWS,Community,GW,Small,534,2015,"MCL, Average",40567,Rads,2010,2014,2015,N,Y,N,N
MN1040001,Elpine Village,,MN,Minnesota,CWS,Community,GW,Very Small,125,2012,Lead Consumer Notice,42015,LCR,2012,2012,2012,N,N,Y,N
MN1020039,Oak Grove,Oak Grove,MN,Minnesota,CWS,Community,GW,Small,516,2013,"Monitoring, Routine Major (TCR)",44509,TCR,2013,2013,2013,N,N,Y,N
MN1020039,Oak Grove,Oak Grove,MN,Minnesota,CWS,Community,GW,Small,516,2013,Monitoring and Reporting (DBP),44543,St1 DBP,2013,2013,2013,N,N,Y,N
MN1020040,Bar None Ranch,,MN,Minnesota,CWS,Community,GW,Very Small,60,2013,"Monitoring, Routine Major (TCR)",44510,TCR,2013,2013,2013,N,N,Y,N
MN1020041,Ham Lake Apartments,,MN,Minnesota,CWS,Community,GW,Very Small,100,2014,"Monitoring, Regular",47899,Nitrates,2014,2015,,N,N,Y,N
MN1020042,East Bethel,East Bethel,MN,Minnesota,CWS,Community,GW,Very Small,127,2012,"MCL, Average",28484,Rads,2006,2012,2012,N,Y,N,N
MN1020042,East Bethel,East Bethel,MN,Minnesota,CWS,Community,GW,Very Small,127,2012,"MCL, Average",28483,Rads,2006,2012,2012,N,Y,N,N
MN1020042,East Bethel,East Bethel,MN,Minnesota,CWS,Community,GW,Very Small,127,2011,"MCL, Average",28484,Rads,2006,2012,2012,N,Y,N,N
MN1020042,East Bethel,East Bethel,MN,Minnesota,CWS,Community,GW,Very Small,127,2011,"MCL, Average",28483,Rads,2006,2012,2012,N,Y,N,N
MN1030003,Twin Haven Estates,,MN,Minnesota,CWS,Community,GW,Very Small,200,2013,"Monitoring, Routine Major (TCR)",44451,TCR,2013,2013,2013,N,N,Y,N
MN1070017,Saint Clair,St. Clair,MN,Minnesota,CWS,Community,GW,Small,875,2015,Lead Consumer Notice,47930,LCR,2015,2015,2015,N,N,Y,N
MN1020011,Village Green North Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,450,2015,Monitoring and Reporting (DBP),47733,St1 DBP,2014,2014,2015,N,N,Y,N
MN1020011,Village Green North Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,450,2015,"Monitoring, Routine Major (TCR)",47652,TCR,2014,2014,2015,N,N,Y,N
MN1020014,Baldwin Lake Estates,,MN,Minnesota,CWS,Community,GW,Very Small,260,2015,"Monitoring, Routine Major (TCR)",47854,TCR,2015,2015,2015,N,N,Y,N
MN1050003,Rockwood Estates,,MN,Minnesota,CWS,Community,GW,Very Small,400,2015,Lead Consumer Notice,47929,LCR,2015,2025,,N,N,Y,N
MN1030010,Kountry Manor Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2014,"Monitoring, Routine Major (TCR)",46940,TCR,2014,2014,2015,N,N,Y,N
MN1030010,Kountry Manor Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2014,CCR Complete Failure to Report,45831,CCR,2013,,2014,N,N,N,Y
MN1030010,Kountry Manor Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2014,"Monitoring, Routine Major (TCR)",46505,TCR,2014,2014,2015,N,N,Y,N
MN1030010,Kountry Manor Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2014,"Monitoring, Routine Major (TCR)",46256,TCR,2014,2014,2015,N,N,Y,N
MN1030010,Kountry Manor Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2014,"Monitoring, Regular",46255,Nitrates,2013,2014,2015,N,N,Y,N
MN1030010,Kountry Manor Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2013,CCR Complete Failure to Report,45831,CCR,2013,,2014,N,N,N,Y
MN1030010,Kountry Manor Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2013,"Monitoring, Regular",46255,Nitrates,2013,2014,2015,N,N,Y,N
MN5691186,South Ridge School,,MN,Minnesota,NTNCWS,Non-Community,GW,Small,525,2013,"MCL, Monthly (TCR)",42562,TCR,2012,2012,2013,N,Y,N,N
MN5691186,South Ridge School,,MN,Minnesota,NTNCWS,Non-Community,GW,Small,525,2012,"MCL, Monthly (TCR)",42562,TCR,2012,2012,2013,N,Y,N,N
MN5490383,"Upnorth Bait, Beer and Butter",,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2015,"MCL, Monthly (TCR)",47039,TCR,2014,2014,2015,N,Y,N,N
MN1130016,Stacy,Stacy,MN,Minnesota,CWS,Community,GW,Small,1436,2014,Follow-up Or Routine LCR Tap M/R,46259,LCR,2014,,2014,N,N,Y,N
MN1130016,Stacy,Stacy,MN,Minnesota,CWS,Community,GW,Small,1436,2014,"MCL, Average",40877,Rads,2011,2014,,N,Y,N,N
MN1130016,Stacy,Stacy,MN,Minnesota,CWS,Community,GW,Small,1436,2013,"MCL, Average",40877,Rads,2011,2014,,N,Y,N,N
MN1130016,Stacy,Stacy,MN,Minnesota,CWS,Community,GW,Small,1436,2012,"MCL, Average",40877,Rads,2011,2014,,N,Y,N,N
MN1130016,Stacy,Stacy,MN,Minnesota,CWS,Community,GW,Small,1436,2011,"MCL, Average",40877,Rads,2011,2014,,N,Y,N,N
MN1130019,Birchwood Terrace,,MN,Minnesota,CWS,Community,GW,Very Small,200,2013,"Monitoring, Routine Major (TCR)",44458,TCR,2013,2013,2013,N,N,Y,N
MN1130019,Birchwood Terrace,,MN,Minnesota,CWS,Community,GW,Very Small,200,2013,"Monitoring, Routine Major (TCR)",44457,TCR,2012,2012,2013,N,N,Y,N
MN1130019,Birchwood Terrace,,MN,Minnesota,CWS,Community,GW,Very Small,200,2012,"Monitoring, Routine Major (TCR)",44457,TCR,2012,2012,2013,N,N,Y,N
MN1130019,Birchwood Terrace,,MN,Minnesota,CWS,Community,GW,Very Small,200,2012,Follow-up Or Routine LCR Tap M/R,42023,LCR,2012,,2012,N,N,Y,N
MN1130021,Shorewood Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2014,Monitoring and Reporting (DBP),42502,St1 DBP,2012,2012,2014,N,N,Y,N
MN1130021,Shorewood Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2014,"Monitoring, Routine Major (TCR)",42493,TCR,2012,2012,2014,N,N,Y,N
MN1130021,Shorewood Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2013,Monitoring and Reporting (DBP),42502,St1 DBP,2012,2012,2014,N,N,Y,N
MN1130021,Shorewood Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2013,"Monitoring, Routine Major (TCR)",42493,TCR,2012,2012,2014,N,N,Y,N
MN1130021,Shorewood Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2012,Monitoring and Reporting (DBP),42216,St1 DBP,2012,2012,2012,N,N,Y,N
MN1130021,Shorewood Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2012,Monitoring and Reporting (DBP),42502,St1 DBP,2012,2012,2014,N,N,Y,N
MN1130021,Shorewood Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2012,"Monitoring, Routine Major (TCR)",42493,TCR,2012,2012,2014,N,N,Y,N
MN1130021,Shorewood Park,,MN,Minnesota,CWS,Community,GW,Very Small,80,2015,"Monitoring, Routine Major (TCR)",47901,TCR,2015,2015,2015,N,N,Y,N
